Query ,Actual closest word ,Predicted closest words,Actual answer index,similarity score
hour:seconds::feet:inches,inches,"[('inches', 0.8161009550094604), ('hand', 0.8095277547836304), ('bottom', 0.8091084957122803), ('skin', 0.8046022057533264), ('stretched', 0.7973468899726868), ('finger', 0.7953166365623474), ('short', 0.7933897376060486), ('morose', 0.7767512202262878), ('backward', 0.768527626991272), ('unstable', 0.7670426964759827)]",1,0.816100955
library:book::casino:cards,cards,"[('cards', 0.8297436237335205), ('wealth', 0.7660660743713379), ('full', 0.7632865309715271), ('short', 0.7595974206924438), ('numbers', 0.7540176510810852), ('raise', 0.7530336380004883), ('unstable', 0.752839207649231), ('performance', 0.7491512298583984), ('backward', 0.7488915920257568), ('forward', 0.744897723197937)]",1,0.829743624
ocean:Pacific::planet:Earth,Earth,"[('Earth', 0.8153619170188904), ('mathematics', 0.5887584686279297), ('nod', 0.5838997960090637), ('light', 0.575894832611084), ('full', 0.5757305026054382), ('seconds', 0.5748738646507263), ('acceleration', 0.5722716450691223), ('inches', 0.5710774660110474), ('weapon', 0.5628719329833984), ('biography', 0.5597599148750305)]",1,0.815361917
unstable:fall::fragile:break,break,"[('break', 0.7582732439041138), ('morose', 0.7264353036880493), ('good', 0.7228506207466125), ('coward', 0.7185856699943542), ('sadness', 0.7182096838951111), ('laugh', 0.7132450342178345), ('deceased', 0.7101147770881653), ('full', 0.6983670592308044), ('joy', 0.6951823234558105), ('alive', 0.6915416717529297)]",1,0.758273244
heart:beat::fire:burn,burn,"[('burn', 0.8858765959739685), ('smoke', 0.8479585647583008), ('light', 0.8082643747329712), ('speed', 0.7869662642478943), ('full', 0.785858690738678), ('warm', 0.7800992131233215), ('heartbeat', 0.7711182236671448), ('damaged', 0.7694843411445618), ('dim', 0.7687063217163086), ('dirty', 0.7591480016708374)]",1,0.885876596
botany:plants::mathematics:numbers,numbers,"[('numbers', 0.8420079350471497), ('short', 0.8154167532920837), ('backward', 0.8032665848731995), ('teach', 0.7944122552871704), ('unstable', 0.7937465310096741), ('inches', 0.7897756695747375), ('full', 0.7894259691238403), ('forward', 0.7879074811935425), ('raise', 0.7834707498550415), ('light', 0.7772917151451111)]",1,0.842007935
tool:hammer::tool:screwdriver,screwdriver,"[('spear', 0.9175503849983215), ('screwdriver', 0.8864661455154419), ('forks', 0.8786932229995728), ('ladder', 0.8629578948020935), ('sword', 0.8569257259368896), ('knife', 0.8412996530532837), ('elastic', 0.8222187757492065), ('spinner', 0.8159471154212952), ('finger', 0.814805805683136), ('full', 0.8141857385635376)]",2,0.886466146
mask:face::makeup:blemish,blemish,"[('girl', 0.7972434759140015), ('blemish', 0.7432931065559387), ('woman', 0.7354899644851685), ('hot', 0.6807466149330139), ('adult', 0.6805697679519653), ('skin', 0.6693633198738098), ('pimple', 0.6508862376213074), ('stretched', 0.6434643268585205), ('bottom', 0.6211049556732178), ('husband', 0.6003497242927551)]",2,0.743293107
life:biography::achievement:trophy,trophy,"[('agreement', 0.815097987651825), ('trophy', 0.7574254274368286), ('backward', 0.745572030544281), ('forward', 0.7393093109130859), ('performance', 0.7364042401313782), ('attract', 0.7235371470451355), ('short', 0.7234013080596924), ('sprint', 0.7168658375740051), ('productive', 0.7161182165145874), ('raise', 0.7149026393890381)]",2,0.757425427
hand:finger::egg:yolk,yolk,"[('eggs', 0.9620231986045837), ('yolk', 0.9330664277076721), ('apple', 0.8167694211006165), ('small', 0.800285816192627), ('fruit', 0.7989840507507324), ('edible', 0.7978852391242981), ('full', 0.7794661521911621), ('discard', 0.7781983017921448), ('eat', 0.7750561833381653), ('snacks', 0.7743736505508423)]",2,0.933066428
arrhythmia:heartbeat::pimple:skin,skin,"[('face', 0.8504209518432617), ('blemish', 0.8475411534309387), ('skin', 0.8469249606132507), ('finger', 0.8144873976707458), ('stretched', 0.8100605010986328), ('adult', 0.8066326975822449), ('laugh', 0.8031786680221558), ('burn', 0.799701988697052), ('fear', 0.7995142936706543), ('mask', 0.7901914715766907)]",3,0.846924961
omelette:eggs::ocean:water,water,"[('day', 0.7928174138069153), ('rainbow', 0.7891212105751038), ('water', 0.7843450307846069), ('light', 0.7787355780601501), ('warm', 0.7758933901786804), ('evening', 0.7624577283859253), ('Earth', 0.7618983387947083), ('freezing', 0.7562313675880432), ('freedom', 0.7546769380569458), ('life', 0.7526291012763977)]",3,0.784345031
library:books::bird:feathers,feathers,"[('robin', 0.8142368793487549), ('small', 0.7901337742805481), ('animal', 0.7837984561920166), ('feathers', 0.7816281914710999), ('botany', 0.7501640915870667), ('short', 0.7323470115661621), ('fruit', 0.7322444319725037), ('plants', 0.7281821370124817), ('warm', 0.7227250933647156), ('zoo', 0.712847113609314)]",4,0.781628191
tired:exhaustion::morose:sadness,sadness,"[('evil', 0.8991006016731262), ('deceased', 0.8879218101501465), ('fear', 0.879033625125885), ('sadness', 0.878731906414032), ('skin', 0.8695927262306213), ('coward', 0.8682080507278442), ('fall', 0.8522650003433228), ('damaged', 0.8516678214073181), ('bottom', 0.8480302095413208), ('nod', 0.8462994694709778)]",4,0.878731906
library:books::school:student,student,"[('teach', 0.8026904463768005), ('students', 0.7869611382484436), ('raise', 0.7841516137123108), ('book', 0.7817087173461914), ('student', 0.7749793529510498), ('educated', 0.770035982131958), ('short', 0.7661626935005188), ('elevate', 0.7542883157730103), ('backward', 0.7510038614273071), ('forward', 0.7416457533836365)]",5,0.774979353
sword:knife::ladder:stairs,stairs,"[('tool', 0.7925471663475037), ('hammer', 0.7694332599639893), ('forks', 0.7602121233940125), ('chair', 0.7570948004722595), ('stairs', 0.733431875705719), ('cutlery', 0.7268346548080444), ('screwdriver', 0.7247574329376221), ('clean', 0.7216348052024841), ('sewing', 0.7076377272605896), ('unstable', 0.7061724066734314)]",5,0.733431876
spinner:yarn::weaver:cloth,cloth,"[('stitching', 0.7392908334732056), ('sewing', 0.7300308346748352), ('elastic', 0.7210675477981567), ('widow', 0.7209134697914124), ('hunger', 0.7175103425979614), ('cloth', 0.7080023288726807), ('dirty', 0.6937849521636963), ('feathers', 0.6902709603309631), ('warm', 0.6873576641082764), ('botany', 0.6833924651145935)]",6,0.708002329
millionaire:wealth::coward:fear,fear,"[('short', 0.9120244979858398), ('raise', 0.9043146967887878), ('elevate', 0.89826899766922), ('backward', 0.8914062976837158), ('forward', 0.8879084587097168), ('unstable', 0.8876228332519531), ('fear', 0.8830673694610596), ('small', 0.8804336190223694), ('finger', 0.8774073123931885), ('laugh', 0.8742793202400208)]",7,0.883067369
girl:woman::baby:adult,adult,"[('child', 0.8676321506500244), ('mother', 0.86577969789505), ('kid', 0.8180667757987976), ('small', 0.8046356439590454), ('crying', 0.8044627904891968), ('father', 0.7993436455726624), ('laugh', 0.7963881492614746), ('adult', 0.7928174138069153), ('raise', 0.7843616008758545), ('exhaustion', 0.7790089249610901)]",8,0.792817414
hot:cold::big:small,small,"[('freezing', 0.8520713448524475), ('dirty', 0.7647128105163574), ('jobless', 0.7549246549606323), ('exhaustion', 0.7542514801025391), ('warm', 0.7538384199142456), ('tired', 0.7523969411849976), ('lazy', 0.7518020272254944), ('small', 0.7513497471809387), ('fear', 0.7436181902885437), ('full', 0.7372783422470093)]",8,0.751349747
wash:clean::teach:educated,educated,"[('student', 0.8514878153800964), ('students', 0.8511393666267395), ('short', 0.8461371064186096), ('attract', 0.8414385318756104), ('raise', 0.8409415483474731), ('backward', 0.8399863243103027), ('productive', 0.8364987373352051), ('books', 0.8251281976699829), ('educated', 0.8230379819869995), ('performance', 0.8228055834770203)]",9,0.823037982
slavery:freedom::depression:joy,joy,"[('emotional', 0.8321730494499207), ('happiness', 0.8086203336715698), ('life', 0.7902149558067322), ('exhaustion', 0.7890913486480713), ('abuse', 0.7617651224136353), ('tired', 0.7497278451919556), ('fear', 0.7421048879623413), ('succeed', 0.7407404780387878), ('sadness', 0.7375792264938354), ('joy', 0.7330154776573181)]",10,0.733015478
fire:hot::villain:evil,evil,"[('girl', 0.7104460597038269), ('movie', 0.6896119713783264), ('bottom', 0.6887891292572021), ('adult', 0.6863806247711182), ('face', 0.6836509108543396), ('sadness', 0.6692160367965698), ('big', 0.6652508974075317), ('makeup', 0.664588451385498), ('woman', 0.6631098389625549), ('evil', 0.6615859866142273)]",10,0.661585987
fragile:damaged::elastic:stretched,stretched,"[('spinner', 0.7745156288146973), ('stitching', 0.7648482918739319), ('sewing', 0.7471775412559509), ('feathers', 0.7451367974281311), ('forks', 0.7372121810913086), ('dirty', 0.7344874143600464), ('yarn', 0.7344866991043091), ('dim', 0.7337395548820496), ('bottom', 0.7300126552581787), ('burn', 0.7286161184310913)]",11,0.72478044
freezing:warm::gigantic:short,short,"[('agony', 0.750231146812439), ('nod', 0.7172766923904419), ('evil', 0.7042631506919861), ('dim', 0.6942833065986633), ('monochromatic', 0.6842234134674072), ('morose', 0.6773281693458557), ('light', 0.6768061518669128), ('life', 0.6762909293174744), ('day', 0.6713753938674927), ('big', 0.6711390018463135)]",13,0.663111687
hunger:starvation::sadness:depression,depression,"[('fear', 0.8882060050964355), ('morose', 0.8792607188224792), ('coward', 0.8714184165000916), ('abuse', 0.8643394708633423), ('deceased', 0.8542543053627014), ('emotional', 0.8469372391700745), ('crying', 0.8406161069869995), ('evil', 0.8371877670288086), ('fall', 0.8358140587806702), ('laugh', 0.8302792906761169)]",13,0.813996613
sprint:fast::crying:emotional,emotional,"[('laugh', 0.7886053919792175), ('child', 0.7871304154396057), ('abuse', 0.7870817184448242), ('coward', 0.7828419208526611), ('sadness', 0.7784740924835205), ('fear', 0.7730669975280762), ('tired', 0.7659204602241516), ('lazy', 0.7582645416259766), ('exhaustion', 0.7567645907402039), ('kid', 0.740103006362915)]",13,0.728403628
deceased:alive::employed:jobless,jobless,"[('productive', 0.7305780053138733), ('performance', 0.7279378175735474), ('attract', 0.7204089164733887), ('achievement', 0.7169104218482971), ('forward', 0.7137678861618042), ('succeed', 0.7115143537521362), ('discipline', 0.7072513103485107), ('raise', 0.701204240322113), ('backward', 0.6982901096343994), ('good', 0.6768394708633423)]",16,0.663884461
script:movie::choreography:performance,performance,"[('big', 0.6226738095283508), ('stretched', 0.6100323796272278), ('adult', 0.5978877544403076), ('villain', 0.5954013466835022), ('fall', 0.5932252407073975), ('mask', 0.584526777267456), ('hot', 0.5804116725921631), ('life', 0.576873779296875), ('skin', 0.5735896825790405), ('bottom', 0.5734390020370483)]",17,0.561111689
forward:backward::top:bottom,bottom,"[('hill', 0.9023241996765137), ('day', 0.8455063700675964), ('forks', 0.8387300968170166), ('highway', 0.8385592699050903), ('warm', 0.8363757729530334), ('road', 0.8301246762275696), ('small', 0.8187586665153503), ('ocean', 0.810865044593811), ('hotel', 0.8009759783744812), ('evening', 0.8006274104118347)]",19,0.785303593
wash:dirty::fill:empty,empty,"[('damaged', 0.8275237679481506), ('unstable', 0.7771398425102234), ('burn', 0.7600074410438538), ('litter', 0.7586860060691833), ('big', 0.757474422454834), ('forks', 0.755051851272583), ('full', 0.7541555166244507), ('fire', 0.7379023432731628), ('jobless', 0.7365632653236389), ('morose', 0.7362510561943054)]",20,0.720301688
fire:cold::rainbow:monochromatic,monochromatic,"[('freezing', 0.7996524572372437), ('day', 0.7781718373298645), ('happiness', 0.7731801867485046), ('life', 0.7663829922676086), ('warm', 0.7637776732444763), ('emotional', 0.7616866230964661), ('small', 0.760582447052002), ('exhaustion', 0.7501735687255859), ('adult', 0.743474006652832), ('sadness', 0.7433655858039856)]",21,0.723628521
day:evening::good:wrong,wrong,"[('joy', 0.8421908020973206), ('life', 0.8160021305084229), ('forward', 0.8144347071647644), ('happiness', 0.8140945434570312), ('alive', 0.8111055493354797), ('short', 0.8085163831710815), ('heart', 0.8062805533409119), ('seconds', 0.8015344738960266), ('laugh', 0.7995706796646118), ('backward', 0.7957302331924438)]",25,0.769830644
discipline:abuse::discard:litter,litter,"[('fear', 0.8151696920394897), ('sadness', 0.8122722506523132), ('morose', 0.8035496473312378), ('crying', 0.8030707836151123), ('deceased', 0.8026982545852661), ('damaged', 0.7965526580810547), ('coward', 0.7857519388198853), ('dirty', 0.7848032116889954), ('child', 0.7688595056533813), ('adult', 0.7649868726730347)]",34,0.719928026
hot:cold::full:empty,empty,"[('freezing', 0.8469886779785156), ('exhaustion', 0.7680437564849854), ('tired', 0.7529502511024475), ('water', 0.7511385679244995), ('fill', 0.7456970810890198), ('warm', 0.745609700679779), ('burn', 0.7450714111328125), ('pain', 0.7424823045730591), ('speed', 0.7411186099052429), ('dirty', 0.7400543093681335)]",54,0.68506217
fragile:unbreakable::lazy:productive,productive,"[('movie', 0.7186570167541504), ('fear', 0.6963245868682861), ('sadness', 0.6844708323478699), ('villain', 0.6810372471809387), ('evil', 0.6655653715133667), ('morose', 0.6558566093444824), ('seconds', 0.6548417210578918), ('tired', 0.6542971134185791), ('coward', 0.6485118269920349), ('abuse', 0.6441424489021301)]",72,0.559854329
fail:succeed::attract:repel,repel,"[('productive', 0.833706259727478), ('achievement', 0.830832839012146), ('performance', 0.8214815855026245), ('forward', 0.7925645709037781), ('discipline', 0.782015323638916), ('teach', 0.7813729047775269), ('job', 0.7811858057975769), ('happiness', 0.7779124975204468), ('raise', 0.7740185856819153), ('life', 0.7710338234901428)]",83,0.629418015
retiree:job::widow:husband,husband,"[('jobless', 0.7383841276168823), ('hunger', 0.7299298644065857), ('abuse', 0.729390025138855), ('student', 0.7252733707427979), ('fear', 0.72393798828125), ('starvation', 0.7179296016693115), ('tired', 0.7146651744842529), ('weaver', 0.7069171071052551), ('exhaustion', 0.7049105763435364), ('students', 0.6939966082572937)]",147,0.516349435
road:highway::pain:agony,agony,"[('exhaustion', 0.8804007768630981), ('stretched', 0.8671899437904358), ('tired', 0.864162802696228), ('finger', 0.8564028739929199), ('hand', 0.8533989191055298), ('burn', 0.8488629460334778), ('lazy', 0.8475189805030823), ('consume', 0.8347131609916687), ('eat', 0.8318065404891968), ('pimple', 0.8307985067367554)]",163,0.657865822
consume:edible::eat:edible,edible,"[('snacks', 0.9207584857940674), ('fruit', 0.9084479212760925), ('yolk', 0.8232318162918091), ('botany', 0.8207923769950867), ('plants', 0.8180410861968994), ('eggs', 0.8130457997322083), ('apple', 0.7997927665710449), ('omelette', 0.7934560179710388), ('chips', 0.7917711138725281), ('small', 0.7794033885002136)]",179,-1
father:mother::mother:father,father,"[('baby', 0.8569412231445312), ('child', 0.8324815630912781), ('adult', 0.7994356155395508), ('kid', 0.7966514229774475), ('abuse', 0.7866217494010925), ('woman', 0.7813557386398315), ('face', 0.7773923873901367), ('small', 0.7595610618591309), ('emotional', 0.7580206990242004), ('deceased', 0.7566173076629639)]",180,-1
