Query ,Actual closest word ,Predicted closest words,Actual answer index,similarity score
school:students::zoo:animal,animal,"[('soldiers', 0.801131546497345), ('animal', 0.799176812171936), ('student', 0.785692036151886), ('kid', 0.7804055213928223), ('army', 0.7801921367645264), ('job', 0.7783424854278564), ('top', 0.769102156162262), ('numbers', 0.7686828374862671), ('performance', 0.7654478549957275), ('plants', 0.765343427658081)]",2,0.799176812
life:biography::achievement:trophy,trophy,"[('succeed', 0.840645968914032), ('productive', 0.8217458128929138), ('trophy', 0.8203078508377075), ('educated', 0.8195622563362122), ('good', 0.8171648979187012), ('job', 0.8169762492179871), ('teach', 0.8168042898178101), ('books', 0.815761148929596), ('script', 0.8152838349342346), ('full', 0.813812255859375)]",3,0.820307851
omelette:eggs::ocean:water,water,"[('Pacific', 0.801495373249054), ('egg', 0.7894852161407471), ('water', 0.7875369787216187), ('hot', 0.7789503931999207), ('day', 0.7774828672409058), ('heart', 0.7732962369918823), ('Earth', 0.7704561948776245), ('fruit', 0.769455075263977), ('big', 0.768541693687439), ('cold', 0.7677844166755676)]",3,0.787536979
forward:backward::top:bottom,bottom,"[('day', 0.8666853308677673), ('hot', 0.8644662499427795), ('bottom', 0.8627394437789917), ('big', 0.8604194521903992), ('good', 0.8457382917404175), ('job', 0.837036669254303), ('full', 0.8368309736251831), ('wrong', 0.8319795727729797), ('burn', 0.8312540650367737), ('deceased', 0.8293058276176453)]",3,0.862739444
fire:hot::villain:evil,evil,"[('day', 0.8491077423095703), ('big', 0.8421580791473389), ('top', 0.8394786715507507), ('evil', 0.8276309967041016), ('gigantic', 0.8188714385032654), ('eat', 0.8165533542633057), ('bottom', 0.8103746175765991), ('pain', 0.8061079382896423), ('woman', 0.8051819801330566), ('fill', 0.8047143220901489)]",4,0.827630997
hour:seconds::feet:inches,inches,"[('hand', 0.7479880452156067), ('big', 0.7374843955039978), ('finger', 0.7323989272117615), ('inches', 0.7299625277519226), ('hot', 0.7294474840164185), ('agony', 0.7235813140869141), ('bottom', 0.7232158780097961), ('fast', 0.722752571105957), ('top', 0.7202790379524231), ('baby', 0.7170470952987671)]",4,0.729962528
hot:cold::big:small,small,"[('freezing', 0.8821051716804504), ('kid', 0.8706012964248657), ('warm', 0.8697003126144409), ('small', 0.8692599534988403), ('good', 0.8661849498748779), ('full', 0.864223837852478), ('hour', 0.8616667985916138), ('dirty', 0.8605485558509827), ('child', 0.8595201373100281), ('evil', 0.8587760329246521)]",4,0.869259953
millionaire:wealth::coward:fear,fear,"[('good', 0.8802167773246765), ('wrong', 0.8758092522621155), ('forward', 0.871035635471344), ('teach', 0.8686518669128418), ('fear', 0.8669544458389282), ('deceased', 0.8661741018295288), ('agony', 0.8654552698135376), ('warm', 0.8652113676071167), ('weapon', 0.8647869229316711), ('pain', 0.8646864891052246)]",5,0.866954446
fragile:damaged::elastic:stretched,stretched,"[('dirty', 0.833524227142334), ('elevate', 0.8265349268913269), ('beat', 0.8206903338432312), ('fast', 0.820221483707428), ('pain', 0.8185017108917236), ('job', 0.8173652291297913), ('stretched', 0.8172767162322998), ('abuse', 0.8166019320487976), ('blemish', 0.8164747357368469), ('burn', 0.8144290447235107)]",7,0.817276716
library:books::school:student,student,"[('life', 0.9128611087799072), ('hour', 0.9023920297622681), ('good', 0.8988526463508606), ('book', 0.894302248954773), ('emotional', 0.8938978910446167), ('productive', 0.8932320475578308), ('jobless', 0.8917778134346008), ('baby', 0.8900556564331055), ('evening', 0.8894137144088745), ('student', 0.8887944221496582)]",10,0.888794422
sword:knife::ladder:stairs,stairs,"[('job', 0.8076669573783875), ('kid', 0.8036115765571594), ('fear', 0.7969686985015869), ('raise', 0.7968985438346863), ('litter', 0.7960150837898254), ('fill', 0.7955142259597778), ('father', 0.7940354347229004), ('top', 0.7922213673591614), ('child', 0.7905281186103821), ('hunger', 0.7905065417289734)]",11,0.790114522
library:book::casino:cards,cards,"[('movie', 0.826954185962677), ('fire', 0.8139095306396484), ('job', 0.8138797879219055), ('fast', 0.8137200474739075), ('top', 0.8126273155212402), ('wealth', 0.8125163316726685), ('full', 0.812369704246521), ('hour', 0.8088490962982178), ('good', 0.8084489107131958), ('alive', 0.8078873753547668)]",12,0.806674719
fruit:apple::furniture:chair,chair,"[('books', 0.8021301627159119), ('good', 0.7974759936332703), ('movie', 0.7949544787406921), ('hour', 0.7937843799591064), ('jobless', 0.7911331057548523), ('job', 0.7877718806266785), ('full', 0.7874799370765686), ('fast', 0.782855212688446), ('retiree', 0.7792298793792725), ('kid', 0.7789739370346069)]",12,0.778147459
day:evening::good:wrong,wrong,"[('jobless', 0.8823796510696411), ('hour', 0.8781976103782654), ('life', 0.8764752745628357), ('full', 0.8697580099105835), ('break', 0.8693122267723083), ('emotional', 0.8663969039916992), ('baby', 0.8655935525894165), ('fast', 0.8641369342803955), ('productive', 0.8614235520362854), ('burn', 0.8599634766578674)]",13,0.858574808
arrhythmia:heartbeat::pimple:skin,skin,"[('planet', 0.8036748766899109), ('heart', 0.7986097931861877), ('beat', 0.7957269549369812), ('face', 0.7956595420837402), ('kid', 0.791934609413147), ('blemish', 0.7917613387107849), ('fear', 0.7843451499938965), ('break', 0.7826330661773682), ('tired', 0.7820982336997986), ('weapon', 0.7819200754165649)]",15,0.779395938
mask:face::makeup:blemish,blemish,"[('job', 0.8226616382598877), ('hour', 0.8220062851905823), ('full', 0.8156753778457642), ('baby', 0.8153405785560608), ('good', 0.8149333000183105), ('girl', 0.8144890069961548), ('emotional', 0.8131586313247681), ('woman', 0.8131283521652222), ('beat', 0.8119451403617859), ('life', 0.811343252658844)]",15,0.807147443
deceased:alive::employed:jobless,jobless,"[('job', 0.8408189415931702), ('student', 0.8207515478134155), ('freedom', 0.8146265149116516), ('school', 0.8093786239624023), ('life', 0.8075287938117981), ('movie', 0.8066550493240356), ('break', 0.8048021793365479), ('kid', 0.8019078969955444), ('tired', 0.8012094497680664), ('hour', 0.800819993019104)]",18,0.793284833
unstable:fall::fragile:break,break,"[('warm', 0.6814876198768616), ('Earth', 0.6806581020355225), ('cold', 0.6802470088005066), ('fruit', 0.6704152226448059), ('damaged', 0.6689882278442383), ('fill', 0.6676715016365051), ('face', 0.6666645407676697), ('heart', 0.6663458943367004), ('freezing', 0.6651524901390076), ('Pacific', 0.6639347076416016)]",20,0.655051053
weapon:spear::bird:robin,robin,"[('sprint', 0.7759058475494385), ('animal', 0.7690233588218689), ('Earth', 0.76325923204422), ('freedom', 0.7618317008018494), ('speed', 0.7585031986236572), ('sword', 0.7583780884742737), ('heart', 0.7553427219390869), ('beat', 0.7540891766548157), ('feathers', 0.7531874179840088), ('fear', 0.7521202564239502)]",23,0.742886126
retiree:job::widow:husband,husband,"[('woman', 0.8125919103622437), ('top', 0.8016207218170166), ('villain', 0.7997544407844543), ('girl', 0.7986905574798584), ('fill', 0.7982496619224548), ('hour', 0.797627329826355), ('good', 0.7972921133041382), ('child', 0.7934150695800781), ('jobless', 0.7933691740036011), ('mother', 0.7929341793060303)]",26,0.782666028
acceleration:speed::dim:light,light,"[('fast', 0.8835529088973999), ('good', 0.8813657760620117), ('dirty', 0.8807684183120728), ('hour', 0.8775025010108948), ('kid', 0.8767861723899841), ('baby', 0.8750380277633667), ('pain', 0.874657154083252), ('full', 0.8701125383377075), ('child', 0.8691549301147461), ('cold', 0.8688931465148926)]",27,0.861215293
fail:succeed::attract:repel,repel,"[('wealth', 0.7447283864021301), ('forward', 0.7379592061042786), ('acceleration', 0.7240886092185974), ('student', 0.7200357913970947), ('educated', 0.7185171246528625), ('achievement', 0.7170160412788391), ('teach', 0.7142698168754578), ('light', 0.7139653563499451), ('speed', 0.7137503623962402), ('script', 0.7130054831504822)]",30,0.701456964
fire:cold::rainbow:monochromatic,monochromatic,"[('freezing', 0.8083231449127197), ('kid', 0.7718619704246521), ('water', 0.7669121623039246), ('baby', 0.7658003568649292), ('child', 0.7647193074226379), ('dirty', 0.762065052986145), ('warm', 0.7611094117164612), ('evening', 0.7595371007919312), ('pain', 0.7591670155525208), ('girl', 0.758013129234314)]",36,0.739168704
kid:child::raise:elevate,elevate,"[('hour', 0.8654595017433167), ('good', 0.8651761412620544), ('alive', 0.8649654388427734), ('agony', 0.8627078533172607), ('wealth', 0.8626919388771057), ('fear', 0.8626062870025635), ('freedom', 0.8625782132148743), ('pain', 0.8612022995948792), ('abuse', 0.8582786917686462), ('teach', 0.8559319972991943)]",38,0.839227676
wash:dirty::fill:empty,empty,"[('full', 0.900987982749939), ('good', 0.8866379261016846), ('deceased', 0.8862831592559814), ('life', 0.8828854560852051), ('evil', 0.882470428943634), ('emotional', 0.8785279989242554), ('fire', 0.8774456977844238), ('baby', 0.8746132850646973), ('crying', 0.8743281960487366), ('fail', 0.8730501532554626)]",42,0.856990635
library:books::bird:feathers,feathers,"[('good', 0.8575716614723206), ('freedom', 0.850296139717102), ('fast', 0.8476845622062683), ('hour', 0.8473711609840393), ('animal', 0.8466664552688599), ('baby', 0.8461079001426697), ('kid', 0.8457115292549133), ('fire', 0.8434873819351196), ('cold', 0.8423094153404236), ('burn', 0.8414223194122314)]",52,0.824248075
hot:cold::full:empty,empty,"[('good', 0.8655576109886169), ('freezing', 0.8635092377662659), ('hour', 0.8583675622940063), ('fill', 0.8576866388320923), ('alive', 0.8497176170349121), ('warm', 0.8480170369148254), ('break', 0.8479152917861938), ('jobless', 0.8476390242576599), ('movie', 0.8473426699638367), ('fast', 0.8469523191452026)]",60,0.817229331
freezing:warm::gigantic:short,short,"[('big', 0.8790019750595093), ('hot', 0.8395291566848755), ('top', 0.8335516452789307), ('day', 0.8275137543678284), ('animal', 0.8124766945838928), ('fire', 0.8101587891578674), ('good', 0.8064383268356323), ('heart', 0.8062770962715149), ('woman', 0.8062185049057007), ('burn', 0.8033576011657715)]",76,0.765879869
discipline:abuse::discard:litter,litter,"[('damaged', 0.831653356552124), ('burn', 0.8282528519630432), ('coward', 0.8273260593414307), ('sadness', 0.8250881433486938), ('agony', 0.8238925337791443), ('deceased', 0.8205944299697876), ('dirty', 0.8199069499969482), ('morose', 0.8191989660263062), ('unstable', 0.819054126739502), ('wrong', 0.8183190822601318)]",80,0.7738778
tool:hammer::tool:screwdriver,screwdriver,"[('weapon', 0.8890551328659058), ('hour', 0.8824310898780823), ('fill', 0.8799700140953064), ('job', 0.8771611452102661), ('damaged', 0.8763574957847595), ('knife', 0.8739048838615417), ('good', 0.8735058903694153), ('animal', 0.8733134269714355), ('fire', 0.8732553124427795), ('hunger', 0.872901439666748)]",105,0.838051379
girl:woman::baby:adult,adult,"[('emotional', 0.9051026105880737), ('husband', 0.9040403366088867), ('life', 0.900777280330658), ('mother', 0.8979218602180481), ('good', 0.8971127271652222), ('dirty', 0.8945251703262329), ('deceased', 0.8943725228309631), ('warm', 0.8936012387275696), ('wrong', 0.8932003974914551), ('crying', 0.8907083868980408)]",160,0.79796958
slavery:freedom::depression:joy,joy,"[('sadness', 0.8774015307426453), ('emotional', 0.876098096370697), ('life', 0.8736519813537598), ('pain', 0.8652183413505554), ('good', 0.8612850904464722), ('fear', 0.8606363534927368), ('agony', 0.8569905757904053), ('baby', 0.8560643196105957), ('break', 0.8520479202270508), ('evening', 0.850811243057251)]",170,0.731304467
consume:edible::eat:edible,edible,"[('hunger', 0.80094313621521), ('big', 0.7951623797416687), ('dirty', 0.7951469421386719), ('baby', 0.7897607684135437), ('snacks', 0.7889553904533386), ('emotional', 0.7881886959075928), ('hot', 0.7881600260734558), ('day', 0.7842007279396057), ('beat', 0.7831141352653503), ('Earth', 0.7830518484115601)]",175,-1
father:mother::mother:father,father,"[('woman', 0.844208300113678), ('girl', 0.7947720885276794), ('emotional', 0.7901716232299805), ('baby', 0.7875382900238037), ('abuse', 0.7826117277145386), ('widow', 0.7823631167411804), ('child', 0.7810565233230591), ('hour', 0.7801721692085266), ('life', 0.7798633575439453), ('kid', 0.7772694826126099)]",176,-1
