Query ,Actual closest word ,Predicted closest words,Actual answer index,similarity score
fragile:damaged smoke:fire,fire,"[('smoke', 0.8621556162834167), ('damaged', 0.7955827116966248), ('fire', 0.7782842516899109), ('burn', 0.7647122740745544), ('light', 0.7536089420318604), ('dim', 0.7472634315490723), ('warm', 0.7437030076980591), ('evil', 0.7324696779251099), ('dirty', 0.7309094667434692), ('day', 0.7236456274986267)]",3,0.778284252
sword:knife cutlery:forks,forks,"[('cutlery', 0.8940553665161133), ('knife', 0.8048727512359619), ('forks', 0.7774882912635803), ('tool', 0.7379423379898071), ('eat', 0.7033295035362244), ('snacks', 0.7021116018295288), ('edible', 0.6932656764984131), ('omelette', 0.6839216947555542), ('screwdriver', 0.6763936877250671), ('yolk', 0.674248218536377)]",3,0.777488291
library:book bird:robin,robin,"[('bird', 0.8835998773574829), ('small', 0.8037999272346497), ('feathers', 0.7962470054626465), ('robin', 0.7944896221160889), ('animal', 0.7814841866493225), ('botany', 0.7739502787590027), ('short', 0.7638688683509827), ('warm', 0.7465912103652954), ('life', 0.7456773519515991), ('freedom', 0.7447868585586548)]",4,0.794489622
wash:clean eat:edible,edible,"[('eat', 0.9176580309867859), ('consume', 0.8736391663551331), ('snacks', 0.8516072630882263), ('clean', 0.817482590675354), ('edible', 0.7918212413787842), ('fruit', 0.7710105180740356), ('pain', 0.7654454112052917), ('short', 0.7565906047821045), ('yolk', 0.7520189881324768), ('attract', 0.7510777115821838)]",5,0.791821241
crown:royalty teach:educated,educated,"[('teach', 0.9038861989974976), ('students', 0.8384853005409241), ('student', 0.8318096399307251), ('raise', 0.8010859489440918), ('educated', 0.7914924025535583), ('short', 0.7906653881072998), ('productive', 0.7815945148468018), ('emotional', 0.77789306640625), ('elevate', 0.7766482830047607), ('job', 0.7695225477218628)]",5,0.791492403
army:soldiers school:student,student,"[('school', 0.9814255833625793), ('top', 0.7783048748970032), ('students', 0.7629973888397217), ('library', 0.7430016994476318), ('educated', 0.7413768768310547), ('student', 0.73492830991745), ('teach', 0.7298460006713867), ('hotel', 0.7270081043243408), ('forks', 0.7242880463600159), ('books', 0.7183045148849487)]",6,0.73492831
fruit:apple good:wrong,wrong,"[('good', 0.9060729742050171), ('forward', 0.8236326575279236), ('backward', 0.8128063082695007), ('seconds', 0.8121495842933655), ('short', 0.8001497387886047), ('morose', 0.7960704565048218), ('wrong', 0.7892245054244995), ('elevate', 0.7887975573539734), ('coward', 0.7861230373382568), ('laugh', 0.7801938652992249)]",7,0.789224505
hand:finger coward:fear,fear,"[('coward', 0.9822661876678467), ('laugh', 0.9108871221542358), ('lazy', 0.9078011512756348), ('elevate', 0.8854973912239075), ('tired', 0.8797992467880249), ('finger', 0.8780485391616821), ('crying', 0.8766733407974243), ('exhaustion', 0.8747987747192383), ('fall', 0.8740189075469971), ('fear', 0.869899570941925)]",10,0.869899571
mask:face big:small,small,"[('face', 0.8350383639335632), ('big', 0.8127729296684265), ('woman', 0.8110445141792297), ('girl', 0.8080445528030396), ('adult', 0.7865942716598511), ('hot', 0.764126181602478), ('skin', 0.7520901560783386), ('bottom', 0.7490335702896118), ('stretched', 0.7441385984420776), ('laugh', 0.7289724946022034)]",11,0.728093982
hotel:lobby achievement:trophy,trophy,"[('achievement', 0.9428106546401978), ('succeed', 0.8944674730300903), ('performance', 0.8787781596183777), ('attract', 0.8738386034965515), ('forward', 0.8727622628211975), ('raise', 0.8648106455802917), ('backward', 0.8639248013496399), ('unstable', 0.8597432374954224), ('productive', 0.8537660837173462), ('elevate', 0.845146894454956)]",11,0.84482801
girl:woman ladder:stairs,stairs,"[('ladder', 0.9466044902801514), ('hammer', 0.8238973617553711), ('unstable', 0.8138558268547058), ('tool', 0.8061692118644714), ('forks', 0.8007751107215881), ('chair', 0.7837463021278381), ('backward', 0.7828395366668701), ('short', 0.781246542930603), ('forward', 0.7768232822418213), ('elastic', 0.7750815153121948)]",12,0.765869737
hour:seconds top:bottom,bottom,"[('top', 0.8355741500854492), ('hill', 0.7869268655776978), ('day', 0.717718243598938), ('highway', 0.6915749907493591), ('big', 0.691032350063324), ('road', 0.6892756223678589), ('ocean', 0.6884763836860657), ('warm', 0.683333158493042), ('damaged', 0.6763889193534851), ('hotel', 0.6639707088470459)]",13,0.64700532
day:evening ladder:stairs,stairs,"[('ladder', 0.9656078219413757), ('hammer', 0.8343234658241272), ('unstable', 0.7953594923019409), ('tool', 0.7943105101585388), ('chair', 0.7881734371185303), ('forks', 0.7824915051460266), ('spear', 0.7709599733352661), ('bottom', 0.7697186470031738), ('screwdriver', 0.7684982419013977), ('full', 0.7660930752754211)]",13,0.7607342
fire:hot villain:evil,evil,"[('villain', 0.6390198469161987), ('hot', 0.6132763028144836), ('girl', 0.5458032488822937), ('movie', 0.5308610200881958), ('makeup', 0.5113998055458069), ('face', 0.49570077657699585), ('adult', 0.488530695438385), ('woman', 0.48813799023628235), ('bottom', 0.4818001091480255), ('gigantic', 0.47639429569244385)]",14,0.455207407
fragile:unbreakable crying:emotional,emotional,"[('crying', 0.78761887550354), ('unbreakable', 0.7689622044563293), ('sadness', 0.7245632410049438), ('fear', 0.722023606300354), ('child', 0.7092385292053223), ('abuse', 0.7063647508621216), ('movie', 0.6871926188468933), ('villain', 0.6853007674217224), ('kid', 0.6807453632354736), ('laugh', 0.6791825294494629)]",17,0.64336884
ocean:Pacific rainbow:monochromatic,monochromatic,"[('Pacific', 0.83140629529953), ('rainbow', 0.8052223324775696), ('Earth', 0.7744246125221252), ('planet', 0.730987012386322), ('light', 0.7098364233970642), ('numbers', 0.6961532235145569), ('short', 0.6955743432044983), ('forward', 0.6854851245880127), ('seconds', 0.6762799024581909), ('full', 0.6726967096328735)]",18,0.66031158
freezing:warm elastic:stretched,stretched,"[('elastic', 0.9008952379226685), ('warm', 0.8354244828224182), ('stitching', 0.8290988206863403), ('light', 0.8268876671791077), ('dim', 0.8231322765350342), ('yarn', 0.8224761486053467), ('cloth', 0.818381130695343), ('sewing', 0.8151831030845642), ('spinner', 0.8144322037696838), ('short', 0.8112303018569946)]",22,0.780739307
hot:cold lazy:productive,productive,"[('cold', 0.9078688025474548), ('lazy', 0.8877229690551758), ('exhaustion', 0.8839117884635925), ('tired', 0.8804288506507874), ('freezing', 0.8422650694847107), ('pain', 0.7987349033355713), ('crying', 0.7982385158538818), ('coward', 0.7930058240890503), ('depression', 0.7893688678741455), ('jobless', 0.7881276607513428)]",30,0.744122088
spinner:yarn depression:joy,joy,"[('depression', 0.8872725367546082), ('emotional', 0.8202175498008728), ('abuse', 0.8156400918960571), ('exhaustion', 0.8116236925125122), ('fear', 0.7741310000419617), ('tired', 0.7715761661529541), ('sadness', 0.7617371678352356), ('pain', 0.7604061365127563), ('life', 0.7542084455490112), ('happiness', 0.7535028457641602)]",32,0.70061475
omelette:eggs choreography:performance,performance,"[('choreography', 0.8363955020904541), ('fall', 0.7245872020721436), ('adult', 0.7116490602493286), ('stretched', 0.7112970948219299), ('fear', 0.6991046667098999), ('short', 0.692550539970398), ('egg', 0.6905414462089539), ('unstable', 0.6897033452987671), ('life', 0.6894393563270569), ('big', 0.6894295811653137)]",32,0.666837156
sprint:fast gigantic:short,short,"[('gigantic', 0.9001415967941284), ('fast', 0.783440351486206), ('agony', 0.7787582874298096), ('evil', 0.7580015063285828), ('villain', 0.7570509910583496), ('nod', 0.7558603286743164), ('morose', 0.7147359848022461), ('speed', 0.7143926620483398), ('big', 0.6963484287261963), ('seconds', 0.694262683391571)]",32,0.628783703
millionaire:wealth lazy:productive,productive,"[('lazy', 0.9235332608222961), ('exhaustion', 0.8950486183166504), ('tired', 0.8912349343299866), ('short', 0.8766094446182251), ('small', 0.8646060824394226), ('pain', 0.8632764220237732), ('warm', 0.8574040532112122), ('stretched', 0.8527483940124512), ('raise', 0.8514320850372314), ('life', 0.8433094620704651)]",34,0.819817126
harvesting:farming top:bottom,bottom,"[('top', 0.9646631479263306), ('hill', 0.9153028726577759), ('day', 0.8628107309341431), ('road', 0.840436577796936), ('highway', 0.8382694721221924), ('warm', 0.837705671787262), ('ocean', 0.8301703929901123), ('evening', 0.8157157301902771), ('hotel', 0.8146368861198425), ('forks', 0.7991908192634583)]",37,0.735411406
arrhythmia:heartbeat teach:educated,educated,"[('teach', 0.9116618633270264), ('raise', 0.9028306007385254), ('short', 0.8936460614204407), ('elevate', 0.8881903886795044), ('forward', 0.8874574899673462), ('backward', 0.8773611783981323), ('life', 0.8723521828651428), ('emotional', 0.867760181427002), ('attract', 0.8599706888198853), ('good', 0.8585026860237122)]",38,0.820898354
kid:child weaver:cloth,cloth,"[('weaver', 0.9627783298492432), ('sewing', 0.8036606907844543), ('widow', 0.7890099287033081), ('stitching', 0.7776023745536804), ('dirty', 0.7747544050216675), ('hunger', 0.774672269821167), ('spinner', 0.7577206492424011), ('unstable', 0.7562378644943237), ('short', 0.749373197555542), ('starvation', 0.7489863634109497)]",41,0.701346695
deceased:alive top:bottom,bottom,"[('top', 0.8732551336288452), ('alive', 0.8487919569015503), ('hill', 0.8207703828811646), ('day', 0.7936539649963379), ('road', 0.7853310108184814), ('warm', 0.7747777104377747), ('life', 0.7719764113426208), ('highway', 0.7695668935775757), ('ocean', 0.7563697695732117), ('evening', 0.7562200427055359)]",43,0.68078202
library:books top:bottom,bottom,"[('top', 0.8443753123283386), ('short', 0.8380944132804871), ('warm', 0.8340733647346497), ('book', 0.8301116824150085), ('day', 0.8240485787391663), ('hill', 0.8173323273658752), ('books', 0.8158522248268127), ('forward', 0.8137261271476746), ('life', 0.8120293617248535), ('road', 0.8091467022895813)]",44,0.763011158
discipline:abuse top:bottom,bottom,"[('abuse', 0.8002161383628845), ('top', 0.7832456231117249), ('damaged', 0.7521833181381226), ('fear', 0.7453210353851318), ('sadness', 0.7416882514953613), ('warm', 0.7342406511306763), ('day', 0.7337270379066467), ('widow', 0.7292775511741638), ('deceased', 0.7288140058517456), ('hill', 0.7279619574546814)]",46,0.669618249
life:biography sadness:depression,depression,"[('biography', 0.7989219427108765), ('sadness', 0.7280364036560059), ('script', 0.7166464924812317), ('agreement', 0.6942124962806702), ('morose', 0.694094717502594), ('coward', 0.6851665377616882), ('villain', 0.6713422536849976), ('fear', 0.669956386089325), ('deceased', 0.6571179628372192), ('evil', 0.6537801623344421)]",49,0.571491838
unstable:fall choreography:performance,performance,"[('choreography', 0.9245185852050781), ('fall', 0.7920131087303162), ('stretched', 0.7277592420578003), ('adult', 0.7255250215530396), ('sadness', 0.695095956325531), ('woman', 0.6872602701187134), ('life', 0.6865220069885254), ('bottom', 0.6850937008857727), ('girl', 0.6825780272483826), ('happiness', 0.6810023188591003)]",52,0.597836792
slavery:freedom widow:husband,husband,"[('freedom', 0.8758181929588318), ('life', 0.8588216304779053), ('emotional', 0.856431245803833), ('happiness', 0.8505935072898865), ('abuse', 0.799700140953064), ('joy', 0.7992626428604126), ('sadness', 0.7985976934432983), ('fear', 0.7969298958778381), ('adult', 0.7918366193771362), ('fall', 0.790651261806488)]",82,0.685119987
hot:cold weaver:cloth,cloth,"[('cold', 0.8487072587013245), ('weaver', 0.8330757021903992), ('freezing', 0.808316707611084), ('dirty', 0.766780436038971), ('exhaustion', 0.7483236193656921), ('warm', 0.7478623390197754), ('jobless', 0.7394121289253235), ('tired', 0.7387858629226685), ('sewing', 0.7379544973373413), ('fill', 0.7266403436660767)]",85,0.656662583
snacks:chips widow:husband,husband,"[('widow', 0.872217059135437), ('starvation', 0.7387051582336426), ('deceased', 0.7288508415222168), ('abuse', 0.7245447635650635), ('fear', 0.712824285030365), ('sadness', 0.7116266489028931), ('hunger', 0.7074676156044006), ('dirty', 0.7011188268661499), ('morose', 0.6975924372673035), ('jobless', 0.6911181807518005)]",86,0.592437088
acceleration:speed pain:agony,agony,"[('pain', 0.8919607996940613), ('speed', 0.8696809411048889), ('light', 0.8439307808876038), ('warm', 0.8361115455627441), ('exhaustion', 0.8357898592948914), ('tired', 0.833877444267273), ('stretched', 0.8275594711303711), ('fast', 0.8229771852493286), ('burn', 0.8221142292022705), ('fear', 0.8221119046211243)]",141,0.680832744
