Query ,Actual closest word ,Predicted closest words,Actual answer index,similarity score
tool:hammer mathematics:numbers,numbers,"[('mathematics', 0.7749987840652466), ('hammer', 0.7545389533042908), ('acceleration', 0.7506332993507385), ('feet', 0.7203148603439331), ('discipline', 0.7187316417694092), ('performance', 0.7167350053787231), ('forward', 0.7164842486381531), ('arrhythmia', 0.7146459221839905), ('seconds', 0.7146278619766235), ('productive', 0.711652934551239)]",36,0.67280519
harvesting:farming top:bottom,bottom,"[('top', 0.9630012512207031), ('hill', 0.9089708924293518), ('day', 0.8851750493049622), ('highway', 0.8828165531158447), ('road', 0.8740654587745667), ('evening', 0.8724109530448914), ('farming', 0.8612280488014221), ('school', 0.8573841452598572), ('life', 0.8571082353591919), ('hotel', 0.85481196641922)]",39,0.781134129
hour:seconds top:bottom,bottom,"[('top', 0.9134848713874817), ('hill', 0.8694583177566528), ('day', 0.8466395139694214), ('evening', 0.8408705592155457), ('highway', 0.8406419157981873), ('road', 0.8292173147201538), ('life', 0.8281639814376831), ('farming', 0.816515326499939), ('big', 0.8087927103042603), ('hotel', 0.8078124523162842)]",49,0.746474624
deceased:alive top:bottom,bottom,"[('top', 0.9183601140975952), ('evening', 0.8485015630722046), ('hill', 0.8442193269729614), ('day', 0.8407990336418152), ('alive', 0.8384694457054138), ('succeed', 0.8248580098152161), ('highway', 0.8237960934638977), ('school', 0.8206717371940613), ('road', 0.8162640333175659), ('hotel', 0.8089733123779297)]",50,0.722777963
girl:woman ladder:stairs,stairs,"[('ladder', 0.9878829121589661), ('forks', 0.8060111999511719), ('unstable', 0.8039227724075317), ('performance', 0.7797677516937256), ('weaver', 0.7778450846672058), ('short', 0.7773197293281555), ('fail', 0.7770833373069763), ('bottom', 0.7755134701728821), ('forward', 0.7739958167076111), ('raise', 0.7731304168701172)]",51,0.738560617
freezing:warm elastic:stretched,stretched,"[('elastic', 0.877433180809021), ('warm', 0.8442543148994446), ('rainbow', 0.81456059217453), ('light', 0.8133544921875), ('dim', 0.8094339370727539), ('joy', 0.8023450374603271), ('book', 0.8003882169723511), ('burn', 0.7957687377929688), ('achievement', 0.7940559387207031), ('wealth', 0.7886238694190979)]",51,0.747297049
mask:face big:small,small,"[('face', 0.8473191857337952), ('woman', 0.8449831604957581), ('blemish', 0.8262999057769775), ('girl', 0.8251972198486328), ('pimple', 0.7969670295715332), ('mother', 0.7969072461128235), ('abuse', 0.7921450734138489), ('emotional', 0.7899301648139954), ('crying', 0.7850281596183777), ('husband', 0.780177116394043)]",54,0.705145657
day:evening ladder:stairs,stairs,"[('ladder', 0.9757826924324036), ('unstable', 0.8368488550186157), ('forks', 0.8294510245323181), ('weaver', 0.8195627927780151), ('short', 0.8191211223602295), ('bottom', 0.8188294768333435), ('performance', 0.8186357021331787), ('fail', 0.8165162801742554), ('achievement', 0.8113698959350586), ('succeed', 0.8057616353034973)]",54,0.771609724
millionaire:wealth lazy:productive,productive,"[('lazy', 0.9201032519340515), ('wealth', 0.903708815574646), ('small', 0.894733190536499), ('clean', 0.8786384463310242), ('pain', 0.8759791851043701), ('exhaustion', 0.8754147887229919), ('raise', 0.8745896816253662), ('elastic', 0.8739364743232727), ('discard', 0.8730875849723816), ('backward', 0.8707574605941772)]",56,0.831651688
discipline:abuse top:bottom,bottom,"[('top', 0.8885794281959534), ('hill', 0.8642374873161316), ('day', 0.8359614014625549), ('road', 0.8303871154785156), ('highway', 0.827323317527771), ('cold', 0.8174489140510559), ('abuse', 0.8171532154083252), ('mother', 0.8100202083587646), ('fear', 0.8073825240135193), ('father', 0.8012934923171997)]",57,0.74244982
library:books top:bottom,bottom,"[('hill', 0.7827367782592773), ('top', 0.782422661781311), ('day', 0.7559904456138611), ('life', 0.7452996969223022), ('happiness', 0.7390729188919067), ('achievement', 0.735247015953064), ('retiree', 0.7347738742828369), ('succeed', 0.7337749600410461), ('evening', 0.7335968017578125), ('book', 0.7312738299369812)]",61,0.684579849
crown:royalty teach:educated,educated,"[('teach', 0.9280688166618347), ('deceased', 0.9077074527740479), ('retiree', 0.9046154022216797), ('emotional', 0.9042754173278809), ('fail', 0.8999278545379639), ('short', 0.8981204032897949), ('exhaustion', 0.8948254585266113), ('movie', 0.8896006345748901), ('jobless', 0.8891021013259888), ('husband', 0.8887200355529785)]",63,0.828786016
army:soldiers school:student,student,"[('school', 0.9795767664909363), ('hotel', 0.9164689183235168), ('top', 0.8815114498138428), ('lobby', 0.8564052581787109), ('jobless', 0.8353426456451416), ('big', 0.8319612741470337), ('damaged', 0.8281369209289551), ('highway', 0.8261826038360596), ('life', 0.8256515264511108), ('fast', 0.822490394115448)]",64,0.771468818
hotel:lobby achievement:trophy,trophy,"[('achievement', 0.9259890913963318), ('full', 0.9010236263275146), ('backward', 0.8995964527130127), ('performance', 0.8989482522010803), ('raise', 0.8987728953361511), ('depression', 0.8954299092292786), ('discipline', 0.895270586013794), ('seconds', 0.8950811624526978), ('fail', 0.8932249546051025), ('joy', 0.8931201696395874)]",72,0.834050179
sprint:fast gigantic:short,short,"[('gigantic', 0.9351857900619507), ('fast', 0.9183880686759949), ('speed', 0.9004689455032349), ('big', 0.8749260902404785), ('movie', 0.8729039430618286), ('life', 0.8726228475570679), ('monochromatic', 0.8698703646659851), ('dim', 0.8684718608856201), ('evil', 0.8679576516151428), ('villain', 0.8631833791732788)]",74,0.800879419
hot:cold lazy:productive,productive,"[('cold', 0.9268083572387695), ('lazy', 0.8881099820137024), ('freezing', 0.8836941123008728), ('small', 0.8583750128746033), ('jobless', 0.8481786847114563), ('widow', 0.8460836410522461), ('exhaustion', 0.8460118770599365), ('tired', 0.8455779552459717), ('deceased', 0.8397488594055176), ('fear', 0.8396804928779602)]",79,0.767971992
fire:hot villain:evil,evil,"[('adult', 0.8241749405860901), ('hot', 0.8182076215744019), ('villain', 0.8148987293243408), ('exhaustion', 0.807366132736206), ('coward', 0.8017256855964661), ('student', 0.7999577522277832), ('lazy', 0.7976506948471069), ('stretched', 0.7951937317848206), ('retiree', 0.7947012186050415), ('husband', 0.7935806512832642)]",91,0.696580529
arrhythmia:heartbeat teach:educated,educated,"[('beat', 0.9302317500114441), ('heartbeat', 0.919232964515686), ('alive', 0.9121689796447754), ('performance', 0.91069495677948), ('teach', 0.904289960861206), ('seconds', 0.8996307849884033), ('fail', 0.897036075592041), ('discipline', 0.8926410675048828), ('full', 0.8899961113929749), ('raise', 0.8891941905021667)]",92,0.818663061
hot:cold weaver:cloth,cloth,"[('weaver', 0.9151264429092407), ('cold', 0.8917686939239502), ('freezing', 0.8648402094841003), ('widow', 0.845294713973999), ('starvation', 0.8401147127151489), ('jobless', 0.8386096954345703), ('hunger', 0.8384482860565186), ('damaged', 0.827960193157196), ('big', 0.8267544507980347), ('dirty', 0.8229274749755859)]",135,0.689771056
kid:child weaver:cloth,cloth,"[('weaver', 0.98106449842453), ('lazy', 0.8915512561798096), ('starvation', 0.8794195652008057), ('students', 0.8764119744300842), ('jobless', 0.8712919354438782), ('stretched', 0.8706142902374268), ('small', 0.8699779510498047), ('deceased', 0.869743824005127), ('big', 0.8695464134216309), ('spinner', 0.8670930862426758)]",144,0.725374639
