Query ,Actual closest word ,Predicted closest words,Actual answer index,similarity score
tool:hammer::tool:screwdriver,screwdriver,"[('screwdriver', 0.3831412196159363), ('knife', 0.3767763078212738), ('sword', 0.3484059274196625), ('spear', 0.3228480815887451), ('hand', 0.2995287775993347), ('face', 0.2722899913787842), ('weapon', 0.2681695222854614), ('cutlery', 0.24402697384357452), ('beat', 0.24222010374069214), ('furniture', 0.21582648158073425)]",1,0.38314122
forward:backward::top:bottom,bottom,"[('bottom', 0.32323169708251953), ('ladder', 0.27058878540992737), ('wrong', 0.24227267503738403), ('gigantic', 0.22776997089385986), ('hill', 0.21695901453495026), ('lazy', 0.20557941496372223), ('finger', 0.19927558302879333), ('unstable', 0.19143979251384735), ('big', 0.1886201947927475), ('stairs', 0.18466714024543762)]",1,0.323231697
harvesting:farming::stitching:sewing,sewing,"[('sewing', 0.4977349042892456), ('cloth', 0.39509692788124084), ('weaver', 0.3401939868927002), ('yarn', 0.3280103802680969), ('cutlery', 0.23093299567699432), ('monochromatic', 0.22971594333648682), ('small', 0.20553182065486908), ('yolk', 0.20522162318229675), ('mathematics', 0.1964881718158722), ('jobless', 0.18989641964435577)]",1,0.497734904
unstable:fall::fragile:break,break,"[('break', 0.2586269974708557), ('hammer', 0.2492806762456894), ('day', 0.2481020987033844), ('robin', 0.24108725786209106), ('bird', 0.23084977269172668), ('crown', 0.20705249905586243), ('fail', 0.20331977307796478), ('face', 0.19498088955879211), ('big', 0.1942335069179535), ('stretched', 0.17863968014717102)]",1,0.258626997
hour:seconds::feet:inches,inches,"[('inches', 0.5292327404022217), ('sprint', 0.32391372323036194), ('hill', 0.23731130361557007), ('finger', 0.21209010481834412), ('stairs', 0.20979265868663788), ('beat', 0.20829227566719055), ('hand', 0.19156023859977722), ('ocean', 0.1895895004272461), ('speed', 0.1886058896780014), ('heartbeat', 0.18735681474208832)]",1,0.52923274
fire:cold::rainbow:monochromatic,monochromatic,"[('warm', 0.33241426944732666), ('monochromatic', 0.28613096475601196), ('freezing', 0.26563045382499695), ('hot', 0.24837124347686768), ('dirty', 0.23578374087810516), ('lazy', 0.2277173101902008), ('robin', 0.22375613451004028), ('morose', 0.20094701647758484), ('elastic', 0.1982535868883133), ('edible', 0.19808714091777802)]",2,0.286130965
hand:finger::egg:yolk,yolk,"[('eggs', 0.6127703189849854), ('yolk', 0.48790857195854187), ('omelette', 0.39111462235450745), ('bird', 0.2916760742664337), ('apple', 0.28377512097358704), ('feathers', 0.28367888927459717), ('skin', 0.2812109887599945), ('animal', 0.2685125470161438), ('robin', 0.2671782076358795), ('baby', 0.24092991650104523)]",2,0.487908572
tired:exhaustion::morose:sadness,sadness,"[('depression', 0.39526262879371643), ('sadness', 0.33296477794647217), ('agony', 0.2787381708621979), ('emotional', 0.26633086800575256), ('pain', 0.24104687571525574), ('starvation', 0.23476280272006989), ('arrhythmia', 0.20166949927806854), ('dim', 0.20093663036823273), ('monochromatic', 0.19874046742916107), ('ocean', 0.19514679908752441)]",2,0.332964778
spinner:yarn::weaver:cloth,cloth,"[('sewing', 0.5047000050544739), ('cloth', 0.37865668535232544), ('stitching', 0.3572087287902832), ('furniture', 0.2877662479877472), ('elastic', 0.21402405202388763), ('feathers', 0.19907240569591522), ('farming', 0.19890733063220978), ('book', 0.19009026885032654), ('widow', 0.18975357711315155), ('apple', 0.1852564662694931)]",2,0.378656685
arrhythmia:heartbeat::pimple:skin,skin,"[('face', 0.3091858923435211), ('skin', 0.27925288677215576), ('gigantic', 0.27411118149757385), ('makeup', 0.25053733587265015), ('dirty', 0.24729213118553162), ('yolk', 0.2406112253665924), ('kid', 0.23822836577892303), ('feathers', 0.23134878277778625), ('apple', 0.22868773341178894), ('wash', 0.21543815732002258)]",2,0.279252887
sword:knife::ladder:stairs,stairs,"[('screwdriver', 0.4059566855430603), ('stairs', 0.32158365845680237), ('bottom', 0.2666790783405304), ('top', 0.23815682530403137), ('break', 0.20970518887043), ('woman', 0.20958511531352997), ('hill', 0.2041601687669754), ('hammer', 0.1956089735031128), ('wash', 0.17441894114017487), ('feet', 0.1722119003534317)]",2,0.321583658
army:soldiers::library:books,books,"[('students', 0.4334568977355957), ('books', 0.4104487895965576), ('student', 0.29108715057373047), ('school', 0.28579583764076233), ('child', 0.24302984774112701), ('book', 0.23132021725177765), ('furniture', 0.21579071879386902), ('adult', 0.21576188504695892), ('cards', 0.20578941702842712), ('zoo', 0.20471061766147614)]",2,0.41044879
script:movie::choreography:performance,performance,"[('makeup', 0.2591775059700012), ('monochromatic', 0.2259129136800766), ('performance', 0.21635442972183228), ('students', 0.19820688664913177), ('furniture', 0.19206218421459198), ('adult', 0.18435323238372803), ('student', 0.1799175888299942), ('achievement', 0.17983749508857727), ('snacks', 0.16708402335643768), ('villain', 0.159632608294487)]",3,0.21635443
day:evening::good:wrong,wrong,"[('warm', 0.3108157217502594), ('big', 0.310433566570282), ('wrong', 0.2464424967765808), ('dim', 0.2306915521621704), ('lazy', 0.22581684589385986), ('beat', 0.19395121932029724), ('productive', 0.19383502006530762), ('hot', 0.1779307723045349), ('cold', 0.16976597905158997), ('elevate', 0.16951057314872742)]",3,0.246442497
library:books::bird:feathers,feathers,"[('robin', 0.47786781191825867), ('animal', 0.3592911958694458), ('feathers', 0.3311915993690491), ('book', 0.3277612626552582), ('eggs', 0.3153214454650879), ('edible', 0.2748101055622101), ('egg', 0.25994277000427246), ('fruit', 0.2576218843460083), ('apple', 0.24170362949371338), ('litter', 0.21756228804588318)]",3,0.331191599
retiree:job::widow:husband,husband,"[('father', 0.32209575176239014), ('mother', 0.315071702003479), ('husband', 0.2826666831970215), ('deceased', 0.24600699543952942), ('succeed', 0.22445541620254517), ('biography', 0.21212908625602722), ('alive', 0.18352586030960083), ('weaver', 0.18310487270355225), ('crying', 0.1798890233039856), ('woman', 0.17043399810791016)]",3,0.282666683
fail:succeed::attract:repel,repel,"[('elevate', 0.31834062933921814), ('raise', 0.3061387538909912), ('fill', 0.3059026896953583), ('repel', 0.2602761387825012), ('educated', 0.2500460743904114), ('teach', 0.2146194726228714), ('beat', 0.18635378777980804), ('job', 0.1819320023059845), ('productive', 0.17737597227096558), ('alive', 0.16405804455280304)]",4,0.260276139
millionaire:wealth::coward:fear,fear,"[('evil', 0.32817909121513367), ('weapon', 0.27180588245391846), ('sadness', 0.2507796287536621), ('fear', 0.24511350691318512), ('freedom', 0.2379511296749115), ('abuse', 0.22551971673965454), ('dirty', 0.2182265818119049), ('villain', 0.21791203320026398), ('pain', 0.21033450961112976), ('sword', 0.20835354924201965)]",4,0.245113507
hot:cold::full:empty,empty,"[('freezing', 0.22423972189426422), ('pain', 0.21211108565330505), ('warm', 0.18704603612422943), ('empty', 0.1818060278892517), ('sadness', 0.17501959204673767), ('depression', 0.17264330387115479), ('agony', 0.16502320766448975), ('backward', 0.1640297919511795), ('lobby', 0.14483614265918732), ('forward', 0.1435408741235733)]",4,0.181806028
slavery:freedom::depression:joy,joy,"[('exhaustion', 0.2649041414260864), ('life', 0.23770630359649658), ('heart', 0.21857775747776031), ('joy', 0.2107294350862503), ('pain', 0.199763685464859), ('sadness', 0.17876043915748596), ('arrhythmia', 0.1701982021331787), ('discipline', 0.16770252585411072), ('fear', 0.1546805500984192), ('emotional', 0.1504897177219391)]",4,0.210729435
library:books::school:student,student,"[('students', 0.3571513593196869), ('book', 0.35342228412628174), ('teach', 0.3106614947319031), ('student', 0.3076401352882385), ('kid', 0.301103413105011), ('mathematics', 0.2735532522201538), ('discipline', 0.2671758830547333), ('child', 0.2512536644935608), ('father', 0.2243029773235321), ('biography', 0.21881863474845886)]",4,0.307640135
discipline:abuse::discard:litter,litter,"[('wash', 0.2701275646686554), ('consume', 0.2634093165397644), ('burn', 0.2623545229434967), ('litter', 0.2313675880432129), ('dirty', 0.21560004353523254), ('smoke', 0.20754651725292206), ('eat', 0.19096535444259644), ('edible', 0.18546682596206665), ('deceased', 0.18355923891067505), ('clean', 0.1794017255306244)]",4,0.231367588
life:biography::achievement:trophy,trophy,"[('book', 0.42430245876312256), ('books', 0.32253941893577576), ('mathematics', 0.3002341389656067), ('performance', 0.2708752155303955), ('succeed', 0.20926743745803833), ('script', 0.20284664630889893), ('trophy', 0.20090025663375854), ('choreography', 0.1865108609199524), ('blemish', 0.18295343220233917), ('numbers', 0.18214254081249237)]",7,0.200900257
fruit:apple::furniture:chair,chair,"[('cutlery', 0.3418853282928467), ('sewing', 0.29956817626953125), ('screwdriver', 0.2722432017326355), ('cloth', 0.26758816838264465), ('yarn', 0.2573195993900299), ('weaver', 0.23973345756530762), ('chair', 0.21204064786434174), ('makeup', 0.1952451765537262), ('hammer', 0.1881096214056015), ('books', 0.1832781285047531)]",7,0.212040648
fragile:unbreakable::lazy:productive,productive,"[('tired', 0.2826046645641327), ('evil', 0.2681383788585663), ('coward', 0.2522943913936615), ('good', 0.25007784366607666), ('break', 0.23919659852981567), ('dirty', 0.20849129557609558), ('productive', 0.20076197385787964), ('empty', 0.19114363193511963), ('sword', 0.1708797961473465), ('kid', 0.1692059487104416)]",7,0.200761974
library:book::casino:cards,cards,"[('hotel', 0.36502328515052795), ('biography', 0.2508719563484192), ('chips', 0.2435636818408966), ('millionaire', 0.21212315559387207), ('slavery', 0.2086736559867859), ('movie', 0.2016429901123047), ('script', 0.1990816295146942), ('cards', 0.17528033256530762), ('smoke', 0.15217798948287964), ('dirty', 0.13766717910766602)]",8,0.175280333
mask:face::makeup:blemish,blemish,"[('wash', 0.1859031468629837), ('fall', 0.178141251206398), ('job', 0.167473703622818), ('tired', 0.16738936305046082), ('day', 0.16557922959327698), ('beat', 0.16248750686645508), ('pimple', 0.16052863001823425), ('blemish', 0.15431229770183563), ('skin', 0.1531803160905838), ('hot', 0.1460651010274887)]",8,0.154312298
botany:plants::mathematics:numbers,numbers,"[('jobless', 0.22735829651355743), ('chips', 0.2272954136133194), ('consume', 0.21671494841575623), ('achievement', 0.21166566014289856), ('acceleration', 0.2061452567577362), ('highway', 0.20407384634017944), ('performance', 0.18366014957427979), ('students', 0.1765766590833664), ('employed', 0.17563366889953613), ('numbers', 0.17178618907928467)]",10,0.171786189
hunger:starvation::sadness:depression,depression,"[('agony', 0.38602909445762634), ('deceased', 0.3142843246459961), ('joy', 0.3087727725505829), ('husband', 0.28709813952445984), ('mother', 0.2870878577232361), ('exhaustion', 0.2855377197265625), ('pain', 0.27348923683166504), ('father', 0.25917038321495056), ('widow', 0.255504846572876), ('depression', 0.23904123902320862)]",10,0.239041239
deceased:alive::employed:jobless,jobless,"[('succeed', 0.26307153701782227), ('beat', 0.2599705457687378), ('job', 0.21918009221553802), ('teach', 0.21320079267024994), ('educated', 0.21311192214488983), ('productive', 0.19855669140815735), ('repel', 0.1801125705242157), ('attract', 0.17982618510723114), ('short', 0.14757949113845825), ('clean', 0.13921502232551575)]",13,0.134866923
sprint:fast::crying:emotional,emotional,"[('tired', 0.30544036626815796), ('dirty', 0.2585992217063904), ('baby', 0.2538613975048065), ('mother', 0.250663697719574), ('good', 0.2492867112159729), ('wrong', 0.2426339089870453), ('eat', 0.23826546967029572), ('cold', 0.22645334899425507), ('child', 0.22560979425907135), ('pain', 0.22305677831172943)]",29,0.160159633
girl:woman::baby:adult,adult,"[('child', 0.4605286419391632), ('mother', 0.4504198431968689), ('husband', 0.4298948347568512), ('eggs', 0.30481961369514465), ('widow', 0.29987919330596924), ('heartbeat', 0.279114693403244), ('father', 0.27869176864624023), ('life', 0.27819716930389404), ('crying', 0.2781515121459961), ('egg', 0.2694265842437744)]",30,0.170604378
hotel:lobby::hill:top,top,"[('stairs', 0.3177337944507599), ('ladder', 0.28627607226371765), ('road', 0.2617563009262085), ('backward', 0.23112429678440094), ('feet', 0.2041606903076172), ('sprint', 0.1887551248073578), ('chair', 0.18064305186271667), ('spear', 0.17264319956302643), ('rainbow', 0.16871319711208344), ('gigantic', 0.16461166739463806)]",63,0.064443141
freezing:warm::gigantic:short,short,"[('big', 0.37714096903800964), ('small', 0.29031842947006226), ('monochromatic', 0.285254567861557), ('rainbow', 0.2622595727443695), ('good', 0.22222910821437836), ('clean', 0.2131258249282837), ('light', 0.21145403385162354), ('fill', 0.21062439680099487), ('joy', 0.20270119607448578), ('empty', 0.19476380944252014)]",82,0.077675268
consume:edible::eat:edible,edible,"[('snacks', 0.3942204713821411), ('apple', 0.3914472162723541), ('omelette', 0.38431113958358765), ('fruit', 0.38314715027809143), ('botany', 0.34905579686164856), ('eggs', 0.3418635427951813), ('egg', 0.33005058765411377), ('bird', 0.32611796259880066), ('animal', 0.2882267236709595), ('yolk', 0.2821507751941681)]",175,-1
father:mother::mother:father,father,"[('girl', 0.6336855292320251), ('woman', 0.6199511885643005), ('child', 0.5824989080429077), ('baby', 0.5694546103477478), ('husband', 0.5568494200706482), ('widow', 0.5293772220611572), ('crying', 0.3486085832118988), ('adult', 0.3000885248184204), ('kid', 0.28374040126800537), ('weaver', 0.26966550946235657)]",176,-1
